Node	Time	Technology	CostExport
30	24	CH4_H2_Mixer	0.0
30	1	DieselReserveGenerator	0.0
30	2	DieselReserveGenerator	0.0
30	3	DieselReserveGenerator	0.0
30	4	DieselReserveGenerator	0.0
30	5	DieselReserveGenerator	0.0
30	6	DieselReserveGenerator	0.0
30	7	DieselReserveGenerator	0.0
30	8	DieselReserveGenerator	0.0
30	9	DieselReserveGenerator	0.0
30	10	DieselReserveGenerator	0.0
30	11	DieselReserveGenerator	0.0
30	12	DieselReserveGenerator	0.0
30	13	DieselReserveGenerator	0.0
30	14	DieselReserveGenerator	0.0
30	15	DieselReserveGenerator	0.0
30	16	DieselReserveGenerator	0.0
30	17	DieselReserveGenerator	0.0
30	18	DieselReserveGenerator	0.0
30	19	DieselReserveGenerator	0.0
30	20	DieselReserveGenerator	0.0
30	21	DieselReserveGenerator	0.0
30	22	DieselReserveGenerator	0.0
30	23	DieselReserveGenerator	0.0
30	24	DieselReserveGenerator	0.0
30	1	H2_Grid	0.0
30	2	H2_Grid	0.0
30	3	H2_Grid	0.0
30	4	H2_Grid	0.0
30	5	H2_Grid	0.0
30	6	H2_Grid	0.0
30	7	H2_Grid	0.0
30	8	H2_Grid	0.0
30	9	H2_Grid	0.0
30	10	H2_Grid	0.0
30	11	H2_Grid	0.0
30	12	H2_Grid	0.0
30	13	H2_Grid	0.0
30	14	H2_Grid	0.0
30	15	H2_Grid	0.0
30	16	H2_Grid	0.0
30	17	H2_Grid	0.0
30	18	H2_Grid	0.0
30	19	H2_Grid	0.0
30	20	H2_Grid	0.0
30	21	H2_Grid	0.0
30	22	H2_Grid	0.0
30	23	H2_Grid	0.0
30	24	H2_Grid	0.0
31	1	Power_Grid	0.0
31	2	Power_Grid	0.0
31	3	Power_Grid	0.0
31	4	Power_Grid	0.0
31	5	Power_Grid	0.0
31	6	Power_Grid	0.0
31	7	Power_Grid	0.0
31	8	Power_Grid	0.0
31	9	Power_Grid	0.0
31	10	Power_Grid	0.0
31	11	Power_Grid	0.0
31	12	Power_Grid	0.0
31	13	Power_Grid	0.0
31	14	Power_Grid	0.0
31	15	Power_Grid	0.0
31	16	Power_Grid	0.0
31	17	Power_Grid	0.0
31	18	Power_Grid	0.0
31	19	Power_Grid	0.0
31	20	Power_Grid	0.0
31	21	Power_Grid	0.0
31	22	Power_Grid	0.0
31	23	Power_Grid	0.0
31	24	Power_Grid	0.0
31	1	ElectricBoiler	0.0
31	2	ElectricBoiler	0.0
31	3	ElectricBoiler	0.0
31	4	ElectricBoiler	0.0
31	5	ElectricBoiler	0.0
31	6	ElectricBoiler	0.0
31	7	ElectricBoiler	0.0
31	8	ElectricBoiler	0.0
31	9	ElectricBoiler	0.0
31	10	ElectricBoiler	0.0
31	11	ElectricBoiler	0.0
31	12	ElectricBoiler	0.0
31	13	ElectricBoiler	0.0
31	14	ElectricBoiler	0.0
31	15	ElectricBoiler	0.0
31	16	ElectricBoiler	0.0
31	17	ElectricBoiler	0.0
31	18	ElectricBoiler	0.0
31	19	ElectricBoiler	0.0
31	20	ElectricBoiler	0.0
31	21	ElectricBoiler	0.0
31	22	ElectricBoiler	0.0
31	23	ElectricBoiler	0.0
31	24	ElectricBoiler	0.0
31	1	HP_LT	0.0
31	2	HP_LT	0.0
31	3	HP_LT	0.0
31	4	HP_LT	0.0
31	5	HP_LT	0.0
31	6	HP_LT	0.0
31	7	HP_LT	0.0
31	8	HP_LT	0.0
31	9	HP_LT	0.0
31	10	HP_LT	0.0
31	11	HP_LT	0.0
31	12	HP_LT	0.0
31	13	HP_LT	0.0
31	14	HP_LT	0.0
31	15	HP_LT	0.0
31	16	HP_LT	0.0
31	17	HP_LT	0.0
31	18	HP_LT	0.0
31	19	HP_LT	0.0
31	20	HP_LT	0.0
31	21	HP_LT	0.0
31	22	HP_LT	0.0
31	23	HP_LT	0.0
31	24	HP_LT	0.0
31	1	HP_MT	0.0
31	2	HP_MT	0.0
31	3	HP_MT	0.0
31	4	HP_MT	0.0
31	5	HP_MT	0.0
31	6	HP_MT	0.0
31	7	HP_MT	0.0
31	8	HP_MT	0.0
31	9	HP_MT	0.0
31	10	HP_MT	0.0
31	11	HP_MT	0.0
31	12	HP_MT	0.0
31	13	HP_MT	0.0
31	14	HP_MT	0.0
31	15	HP_MT	0.0
31	16	HP_MT	0.0
31	17	HP_MT	0.0
31	18	HP_MT	0.0
31	19	HP_MT	0.0
31	20	HP_MT	0.0
31	21	HP_MT	0.0
31	22	HP_MT	0.0
31	23	HP_MT	0.0
31	24	HP_MT	0.0
31	1	PV	0.0
31	2	PV	0.0
31	3	PV	0.0
31	4	PV	0.0
31	5	PV	0.0
31	6	PV	0.0
31	7	PV	0.0
31	8	PV	0.0
31	9	PV	0.0
31	10	PV	0.0
31	11	PV	0.0
31	12	PV	0.0
31	13	PV	0.0
31	14	PV	0.0
31	15	PV	0.0
31	16	PV	0.0
31	17	PV	0.0
31	18	PV	0.0
31	19	PV	0.0
31	20	PV	0.0
31	21	PV	0.0
31	22	PV	0.0
31	23	PV	0.0
31	24	PV	0.0
31	1	P2G	0.0
31	2	P2G	0.0
31	3	P2G	0.0
31	4	P2G	0.0
31	5	P2G	0.0
31	6	P2G	0.0
31	7	P2G	0.0
31	8	P2G	0.0
31	9	P2G	0.0
31	10	P2G	0.0
31	11	P2G	0.0
31	12	P2G	0.0
31	13	P2G	0.0
31	14	P2G	0.0
31	15	P2G	0.0
31	16	P2G	0.0
31	17	P2G	0.0
31	18	P2G	0.0
31	19	P2G	0.0
31	20	P2G	0.0
31	21	P2G	0.0
31	22	P2G	0.0
31	23	P2G	0.0
31	24	P2G	0.0
31	1	G2P	0.0
31	2	G2P	0.0
31	3	G2P	0.0
31	4	G2P	0.0
31	5	G2P	0.0
31	6	G2P	0.0
31	7	G2P	0.0
31	8	G2P	0.0
31	9	G2P	0.0
31	10	G2P	0.0
31	11	G2P	0.0
31	12	G2P	0.0
31	13	G2P	0.0
31	14	G2P	0.0
31	15	G2P	0.0
31	16	G2P	0.0
31	17	G2P	0.0
31	18	G2P	0.0
31	19	G2P	0.0
31	20	G2P	0.0
31	21	G2P	0.0
31	22	G2P	0.0
31	23	G2P	0.0
31	24	G2P	0.0
31	1	GasBoiler	0.0
31	2	GasBoiler	0.0
31	3	GasBoiler	0.0
31	4	GasBoiler	0.0
31	5	GasBoiler	0.0
31	6	GasBoiler	0.0
31	7	GasBoiler	0.0
31	8	GasBoiler	0.0
31	9	GasBoiler	0.0
31	10	GasBoiler	0.0
31	11	GasBoiler	0.0
31	12	GasBoiler	0.0
31	13	GasBoiler	0.0
31	14	GasBoiler	0.0
31	15	GasBoiler	0.0
31	16	GasBoiler	0.0
31	17	GasBoiler	0.0
31	18	GasBoiler	0.0
31	19	GasBoiler	0.0
31	20	GasBoiler	0.0
31	21	GasBoiler	0.0
31	22	GasBoiler	0.0
31	23	GasBoiler	0.0
31	24	GasBoiler	0.0
31	1	GasBoiler_CCS	0.0
31	2	GasBoiler_CCS	0.0
31	3	GasBoiler_CCS	0.0
31	4	GasBoiler_CCS	0.0
31	5	GasBoiler_CCS	0.0
31	6	GasBoiler_CCS	0.0
31	7	GasBoiler_CCS	0.0
31	8	GasBoiler_CCS	0.0
31	9	GasBoiler_CCS	0.0
31	10	GasBoiler_CCS	0.0
31	11	GasBoiler_CCS	0.0
31	12	GasBoiler_CCS	0.0
31	13	GasBoiler_CCS	0.0
31	14	GasBoiler_CCS	0.0
31	15	GasBoiler_CCS	0.0
31	16	GasBoiler_CCS	0.0
31	17	GasBoiler_CCS	0.0
31	18	GasBoiler_CCS	0.0
31	19	GasBoiler_CCS	0.0
31	20	GasBoiler_CCS	0.0
31	21	GasBoiler_CCS	0.0
31	22	GasBoiler_CCS	0.0
31	23	GasBoiler_CCS	0.0
31	24	GasBoiler_CCS	0.0
31	1	CHP	0.0
31	2	CHP	0.0
31	3	CHP	0.0
31	4	CHP	0.0
31	5	CHP	0.0
31	6	CHP	0.0
31	7	CHP	0.0
31	8	CHP	0.0
31	9	CHP	0.0
31	10	CHP	0.0
31	11	CHP	0.0
31	12	CHP	0.0
31	13	CHP	0.0
31	14	CHP	0.0
31	15	CHP	0.0
31	16	CHP	0.0
31	17	CHP	0.0
31	18	CHP	0.0
31	19	CHP	0.0
31	20	CHP	0.0
31	21	CHP	0.0
31	22	CHP	0.0
31	23	CHP	0.0
31	24	CHP	0.0
31	1	CHP_CCS	0.0
31	2	CHP_CCS	0.0
31	3	CHP_CCS	0.0
31	4	CHP_CCS	0.0
31	5	CHP_CCS	0.0
31	6	CHP_CCS	0.0
31	7	CHP_CCS	0.0
31	8	CHP_CCS	0.0
31	9	CHP_CCS	0.0
31	10	CHP_CCS	0.0
31	11	CHP_CCS	0.0
31	12	CHP_CCS	0.0
31	13	CHP_CCS	0.0
31	14	CHP_CCS	0.0
31	15	CHP_CCS	0.0
31	16	CHP_CCS	0.0
31	17	CHP_CCS	0.0
31	18	CHP_CCS	0.0
31	19	CHP_CCS	0.0
31	20	CHP_CCS	0.0
31	21	CHP_CCS	0.0
31	22	CHP_CCS	0.0
31	23	CHP_CCS	0.0
31	24	CHP_CCS	0.0
31	1	Biogas_Grid	0.0
31	2	Biogas_Grid	0.0
31	3	Biogas_Grid	0.0
31	4	Biogas_Grid	0.0
31	5	Biogas_Grid	0.0
31	6	Biogas_Grid	0.0
31	7	Biogas_Grid	0.0
31	8	Biogas_Grid	0.0
31	9	Biogas_Grid	0.0
31	10	Biogas_Grid	0.0
31	11	Biogas_Grid	0.0
31	12	Biogas_Grid	0.0
31	13	Biogas_Grid	0.0
31	14	Biogas_Grid	0.0
31	15	Biogas_Grid	0.0
31	16	Biogas_Grid	0.0
31	17	Biogas_Grid	0.0
31	18	Biogas_Grid	0.0
31	19	Biogas_Grid	0.0
31	20	Biogas_Grid	0.0
31	21	Biogas_Grid	0.0
31	22	Biogas_Grid	0.0
31	23	Biogas_Grid	0.0
31	24	Biogas_Grid	0.0
31	1	CH4_Grid	0.0
31	2	CH4_Grid	0.0
31	3	CH4_Grid	0.0
31	4	CH4_Grid	0.0
31	5	CH4_Grid	0.0
31	6	CH4_Grid	0.0
31	7	CH4_Grid	0.0
31	8	CH4_Grid	0.0
31	9	CH4_Grid	0.0
31	10	CH4_Grid	0.0
31	11	CH4_Grid	0.0
31	12	CH4_Grid	0.0
31	13	CH4_Grid	0.0
31	14	CH4_Grid	0.0
31	15	CH4_Grid	0.0
31	16	CH4_Grid	0.0
31	17	CH4_Grid	0.0
31	18	CH4_Grid	0.0
31	19	CH4_Grid	0.0
31	20	CH4_Grid	0.0
31	21	CH4_Grid	0.0
31	22	CH4_Grid	0.0
31	23	CH4_Grid	0.0
31	24	CH4_Grid	0.0
31	1	CH4_H2_Mixer	0.0
31	2	CH4_H2_Mixer	0.0
31	3	CH4_H2_Mixer	0.0
31	4	CH4_H2_Mixer	0.0
31	5	CH4_H2_Mixer	0.0
31	6	CH4_H2_Mixer	0.0
31	7	CH4_H2_Mixer	0.0
31	8	CH4_H2_Mixer	0.0
31	9	CH4_H2_Mixer	0.0
31	10	CH4_H2_Mixer	0.0
31	11	CH4_H2_Mixer	0.0
31	12	CH4_H2_Mixer	0.0
31	13	CH4_H2_Mixer	0.0
31	14	CH4_H2_Mixer	0.0
31	15	CH4_H2_Mixer	0.0
31	16	CH4_H2_Mixer	0.0
31	17	CH4_H2_Mixer	0.0
31	18	CH4_H2_Mixer	0.0
31	19	CH4_H2_Mixer	0.0
31	20	CH4_H2_Mixer	0.0
31	21	CH4_H2_Mixer	0.0
31	22	CH4_H2_Mixer	0.0
31	23	CH4_H2_Mixer	0.0
31	24	CH4_H2_Mixer	0.0
31	1	DieselReserveGenerator	0.0
31	2	DieselReserveGenerator	0.0
31	3	DieselReserveGenerator	0.0
31	4	DieselReserveGenerator	0.0
31	5	DieselReserveGenerator	0.0
31	6	DieselReserveGenerator	0.0
31	7	DieselReserveGenerator	0.0
31	8	DieselReserveGenerator	0.0
31	9	DieselReserveGenerator	0.0
31	10	DieselReserveGenerator	0.0
31	11	DieselReserveGenerator	0.0
31	12	DieselReserveGenerator	0.0
31	13	DieselReserveGenerator	0.0
31	14	DieselReserveGenerator	0.0
31	15	DieselReserveGenerator	0.0
31	16	DieselReserveGenerator	0.0
31	17	DieselReserveGenerator	0.0
31	18	DieselReserveGenerator	0.0
31	19	DieselReserveGenerator	0.0
31	20	DieselReserveGenerator	0.0
31	21	DieselReserveGenerator	0.0
31	22	DieselReserveGenerator	0.0
31	23	DieselReserveGenerator	0.0
31	24	DieselReserveGenerator	0.0
31	1	H2_Grid	0.0
31	2	H2_Grid	0.0
31	3	H2_Grid	0.0
31	4	H2_Grid	0.0
31	5	H2_Grid	0.0
31	6	H2_Grid	0.0
31	7	H2_Grid	0.0
31	8	H2_Grid	0.0
31	9	H2_Grid	0.0
31	10	H2_Grid	0.0
31	11	H2_Grid	0.0
31	12	H2_Grid	0.0
31	13	H2_Grid	0.0
31	14	H2_Grid	0.0
31	15	H2_Grid	0.0
31	16	H2_Grid	0.0
31	17	H2_Grid	0.0
31	18	H2_Grid	0.0
31	19	H2_Grid	0.0
31	20	H2_Grid	0.0
31	21	H2_Grid	0.0
31	22	H2_Grid	0.0
31	23	H2_Grid	0.0
31	24	H2_Grid	0.0
32	1	Power_Grid	0.0
32	2	Power_Grid	0.0
32	3	Power_Grid	0.0
32	4	Power_Grid	0.0
32	5	Power_Grid	0.0
32	6	Power_Grid	0.0
32	7	Power_Grid	0.0
32	8	Power_Grid	0.0
32	9	Power_Grid	0.0
32	10	Power_Grid	0.0
32	11	Power_Grid	0.0
32	12	Power_Grid	0.0
32	13	Power_Grid	0.0
32	14	Power_Grid	0.0
32	15	Power_Grid	0.0
32	16	Power_Grid	0.0
32	17	Power_Grid	0.0
32	18	Power_Grid	0.0
32	19	Power_Grid	0.0
32	20	Power_Grid	0.0
32	21	Power_Grid	0.0
32	22	Power_Grid	0.0
32	23	Power_Grid	0.0
32	24	Power_Grid	0.0
32	1	ElectricBoiler	0.0
32	2	ElectricBoiler	0.0
32	3	ElectricBoiler	0.0
32	4	ElectricBoiler	0.0
32	5	ElectricBoiler	0.0
32	6	ElectricBoiler	0.0
32	7	ElectricBoiler	0.0
32	8	ElectricBoiler	0.0
32	9	ElectricBoiler	0.0
32	10	ElectricBoiler	0.0
32	11	ElectricBoiler	0.0
32	12	ElectricBoiler	0.0
32	13	ElectricBoiler	0.0
32	14	ElectricBoiler	0.0
32	15	ElectricBoiler	0.0
32	16	ElectricBoiler	0.0
32	17	ElectricBoiler	0.0
32	18	ElectricBoiler	0.0
32	19	ElectricBoiler	0.0
32	20	ElectricBoiler	0.0
32	21	ElectricBoiler	0.0
32	22	ElectricBoiler	0.0
32	23	ElectricBoiler	0.0
32	24	ElectricBoiler	0.0
32	1	HP_LT	0.0
32	2	HP_LT	0.0
32	3	HP_LT	0.0
32	4	HP_LT	0.0
32	5	HP_LT	0.0
32	6	HP_LT	0.0
32	7	HP_LT	0.0
32	8	HP_LT	0.0
32	9	HP_LT	0.0
32	10	HP_LT	0.0
32	11	HP_LT	0.0
32	12	HP_LT	0.0
32	13	HP_LT	0.0
32	14	HP_LT	0.0
32	15	HP_LT	0.0
32	16	HP_LT	0.0
32	17	HP_LT	0.0
32	18	HP_LT	0.0
32	19	HP_LT	0.0
32	20	HP_LT	0.0
32	21	HP_LT	0.0
32	22	HP_LT	0.0
32	23	HP_LT	0.0
32	24	HP_LT	0.0
32	1	HP_MT	0.0
32	2	HP_MT	0.0
32	3	HP_MT	0.0
32	4	HP_MT	0.0
32	5	HP_MT	0.0
32	6	HP_MT	0.0
32	7	HP_MT	0.0
32	8	HP_MT	0.0
32	9	HP_MT	0.0
32	10	HP_MT	0.0
32	11	HP_MT	0.0
32	12	HP_MT	0.0
32	13	HP_MT	0.0
32	14	HP_MT	0.0
32	15	HP_MT	0.0
32	16	HP_MT	0.0
32	17	HP_MT	0.0
32	18	HP_MT	0.0
32	19	HP_MT	0.0
32	20	HP_MT	0.0
32	21	HP_MT	0.0
32	22	HP_MT	0.0
32	23	HP_MT	0.0
32	24	HP_MT	0.0
32	1	PV	0.0
32	2	PV	0.0
32	3	PV	0.0
32	4	PV	0.0
32	5	PV	0.0
32	6	PV	0.0
32	7	PV	0.0
32	8	PV	0.0
32	9	PV	0.0
32	10	PV	0.0
32	11	PV	0.0
32	12	PV	0.0
32	13	PV	0.0
32	14	PV	0.0
32	15	PV	0.0
32	16	PV	0.0
32	17	PV	0.0
32	18	PV	0.0
32	19	PV	0.0
32	20	PV	0.0
32	21	PV	0.0
32	22	PV	0.0
32	23	PV	0.0
32	24	PV	0.0
32	1	P2G	0.0
32	2	P2G	0.0
32	3	P2G	0.0
32	4	P2G	0.0
32	5	P2G	0.0
32	6	P2G	0.0
32	7	P2G	0.0
32	8	P2G	0.0
32	9	P2G	0.0
32	10	P2G	0.0
32	11	P2G	0.0
32	12	P2G	0.0
32	13	P2G	0.0
32	14	P2G	0.0
32	15	P2G	0.0
32	16	P2G	0.0
32	17	P2G	0.0
32	18	P2G	0.0
32	19	P2G	0.0
32	20	P2G	0.0
32	21	P2G	0.0
32	22	P2G	0.0
32	23	P2G	0.0
32	24	P2G	0.0
32	1	G2P	0.0
32	2	G2P	0.0
32	3	G2P	0.0
32	4	G2P	0.0
32	5	G2P	0.0
32	6	G2P	0.0
32	7	G2P	0.0
32	8	G2P	0.0
32	9	G2P	0.0
32	10	G2P	0.0
32	11	G2P	0.0
32	12	G2P	0.0
32	13	G2P	0.0
32	14	G2P	0.0
32	15	G2P	0.0
32	16	G2P	0.0
32	17	G2P	0.0
32	18	G2P	0.0
32	19	G2P	0.0
32	20	G2P	0.0
32	21	G2P	0.0
32	22	G2P	0.0
32	23	G2P	0.0
32	24	G2P	0.0
32	1	GasBoiler	0.0
32	2	GasBoiler	0.0
32	3	GasBoiler	0.0
32	4	GasBoiler	0.0
32	5	GasBoiler	0.0
32	6	GasBoiler	0.0
32	7	GasBoiler	0.0
32	8	GasBoiler	0.0
32	9	GasBoiler	0.0
32	10	GasBoiler	0.0
32	11	GasBoiler	0.0
32	12	GasBoiler	0.0
32	13	GasBoiler	0.0
32	14	GasBoiler	0.0
32	15	GasBoiler	0.0
32	16	GasBoiler	0.0
32	17	GasBoiler	0.0
32	18	GasBoiler	0.0
32	19	GasBoiler	0.0
32	20	GasBoiler	0.0
32	21	GasBoiler	0.0
32	22	GasBoiler	0.0
32	23	GasBoiler	0.0
32	24	GasBoiler	0.0
32	1	GasBoiler_CCS	0.0
32	2	GasBoiler_CCS	0.0
32	3	GasBoiler_CCS	0.0
32	4	GasBoiler_CCS	0.0
32	5	GasBoiler_CCS	0.0
32	6	GasBoiler_CCS	0.0
32	7	GasBoiler_CCS	0.0
32	8	GasBoiler_CCS	0.0
32	9	GasBoiler_CCS	0.0
32	10	GasBoiler_CCS	0.0
32	11	GasBoiler_CCS	0.0
32	12	GasBoiler_CCS	0.0
32	13	GasBoiler_CCS	0.0
32	14	GasBoiler_CCS	0.0
32	15	GasBoiler_CCS	0.0
32	16	GasBoiler_CCS	0.0
32	17	GasBoiler_CCS	0.0
32	18	GasBoiler_CCS	0.0
32	19	GasBoiler_CCS	0.0
32	20	GasBoiler_CCS	0.0
32	21	GasBoiler_CCS	0.0
32	22	GasBoiler_CCS	0.0
32	23	GasBoiler_CCS	0.0
32	24	GasBoiler_CCS	0.0
32	1	CHP	0.0
32	2	CHP	0.0
32	3	CHP	0.0
32	4	CHP	0.0
32	5	CHP	0.0
32	6	CHP	0.0
32	7	CHP	0.0
32	8	CHP	0.0
32	9	CHP	0.0
32	10	CHP	0.0
32	11	CHP	0.0
32	12	CHP	0.0
32	13	CHP	0.0
32	14	CHP	0.0
32	15	CHP	0.0
32	16	CHP	0.0
32	17	CHP	0.0
32	18	CHP	0.0
32	19	CHP	0.0
32	20	CHP	0.0
32	21	CHP	0.0
32	22	CHP	0.0
32	23	CHP	0.0
32	24	CHP	0.0
32	1	CHP_CCS	0.0
32	2	CHP_CCS	0.0
32	3	CHP_CCS	0.0
32	4	CHP_CCS	0.0
32	5	CHP_CCS	0.0
32	6	CHP_CCS	0.0
32	7	CHP_CCS	0.0
32	8	CHP_CCS	0.0
32	9	CHP_CCS	0.0
32	10	CHP_CCS	0.0
32	11	CHP_CCS	0.0
32	12	CHP_CCS	0.0
32	13	CHP_CCS	0.0
32	14	CHP_CCS	0.0
32	15	CHP_CCS	0.0
32	16	CHP_CCS	0.0
32	17	CHP_CCS	0.0
32	18	CHP_CCS	0.0
32	19	CHP_CCS	0.0
32	20	CHP_CCS	0.0
32	21	CHP_CCS	0.0
32	22	CHP_CCS	0.0
32	23	CHP_CCS	0.0
32	24	CHP_CCS	0.0
32	1	Biogas_Grid	0.0
32	2	Biogas_Grid	0.0
32	3	Biogas_Grid	0.0
32	4	Biogas_Grid	0.0
32	5	Biogas_Grid	0.0
32	6	Biogas_Grid	0.0
32	7	Biogas_Grid	0.0
32	8	Biogas_Grid	0.0
32	9	Biogas_Grid	0.0
32	10	Biogas_Grid	0.0
32	11	Biogas_Grid	0.0
32	12	Biogas_Grid	0.0
32	13	Biogas_Grid	0.0
32	14	Biogas_Grid	0.0
32	15	Biogas_Grid	0.0
32	16	Biogas_Grid	0.0
32	17	Biogas_Grid	0.0
32	18	Biogas_Grid	0.0
32	19	Biogas_Grid	0.0
32	20	Biogas_Grid	0.0
32	21	Biogas_Grid	0.0
32	22	Biogas_Grid	0.0
32	23	Biogas_Grid	0.0
32	24	Biogas_Grid	0.0
32	1	CH4_Grid	0.0
32	2	CH4_Grid	0.0
32	3	CH4_Grid	0.0
32	4	CH4_Grid	0.0
32	5	CH4_Grid	0.0
32	6	CH4_Grid	0.0
32	7	CH4_Grid	0.0
32	8	CH4_Grid	0.0
32	9	CH4_Grid	0.0
32	10	CH4_Grid	0.0
32	11	CH4_Grid	0.0
32	12	CH4_Grid	0.0
32	13	CH4_Grid	0.0
32	14	CH4_Grid	0.0
32	15	CH4_Grid	0.0
32	16	CH4_Grid	0.0
32	17	CH4_Grid	0.0
32	18	CH4_Grid	0.0
32	19	CH4_Grid	0.0
32	20	CH4_Grid	0.0
32	21	CH4_Grid	0.0
32	22	CH4_Grid	0.0
32	23	CH4_Grid	0.0
32	24	CH4_Grid	0.0
32	1	CH4_H2_Mixer	0.0
32	2	CH4_H2_Mixer	0.0
32	3	CH4_H2_Mixer	0.0
32	4	CH4_H2_Mixer	0.0
32	5	CH4_H2_Mixer	0.0
32	6	CH4_H2_Mixer	0.0
32	7	CH4_H2_Mixer	0.0
32	8	CH4_H2_Mixer	0.0
32	9	CH4_H2_Mixer	0.0
32	10	CH4_H2_Mixer	0.0
32	11	CH4_H2_Mixer	0.0
32	12	CH4_H2_Mixer	0.0
32	13	CH4_H2_Mixer	0.0
32	14	CH4_H2_Mixer	0.0
32	15	CH4_H2_Mixer	0.0
32	16	CH4_H2_Mixer	0.0
32	17	CH4_H2_Mixer	0.0
32	18	CH4_H2_Mixer	0.0
32	19	CH4_H2_Mixer	0.0
32	20	CH4_H2_Mixer	0.0
32	21	CH4_H2_Mixer	0.0
32	22	CH4_H2_Mixer	0.0
32	23	CH4_H2_Mixer	0.0
32	24	CH4_H2_Mixer	0.0
32	1	DieselReserveGenerator	0.0
32	2	DieselReserveGenerator	0.0
32	3	DieselReserveGenerator	0.0
32	4	DieselReserveGenerator	0.0
32	5	DieselReserveGenerator	0.0
32	6	DieselReserveGenerator	0.0
32	7	DieselReserveGenerator	0.0
32	8	DieselReserveGenerator	0.0
32	9	DieselReserveGenerator	0.0
32	10	DieselReserveGenerator	0.0
32	11	DieselReserveGenerator	0.0
32	12	DieselReserveGenerator	0.0
32	13	DieselReserveGenerator	0.0
32	14	DieselReserveGenerator	0.0
32	15	DieselReserveGenerator	0.0
32	16	DieselReserveGenerator	0.0
32	17	DieselReserveGenerator	0.0
32	18	DieselReserveGenerator	0.0
32	19	DieselReserveGenerator	0.0
32	20	DieselReserveGenerator	0.0
32	21	DieselReserveGenerator	0.0
32	22	DieselReserveGenerator	0.0
32	23	DieselReserveGenerator	0.0
32	24	DieselReserveGenerator	0.0
32	1	H2_Grid	0.0
32	2	H2_Grid	0.0
32	3	H2_Grid	0.0
32	4	H2_Grid	0.0
32	5	H2_Grid	0.0
32	6	H2_Grid	0.0
32	7	H2_Grid	0.0
32	8	H2_Grid	0.0
32	9	H2_Grid	0.0
32	10	H2_Grid	0.0
32	11	H2_Grid	0.0
32	12	H2_Grid	0.0
32	13	H2_Grid	0.0
32	14	H2_Grid	0.0
32	15	H2_Grid	0.0
32	16	H2_Grid	0.0
32	17	H2_Grid	0.0
32	18	H2_Grid	0.0
32	19	H2_Grid	0.0
32	20	H2_Grid	0.0
32	21	H2_Grid	0.0
32	22	H2_Grid	0.0
32	23	H2_Grid	0.0
32	24	H2_Grid	0.0
33	1	Power_Grid	0.0
33	2	Power_Grid	0.0
33	3	Power_Grid	0.0
33	4	Power_Grid	0.0
33	5	Power_Grid	0.0
33	6	Power_Grid	0.0
33	7	Power_Grid	0.0
33	8	Power_Grid	0.0
33	9	Power_Grid	0.0
33	10	Power_Grid	0.0
33	11	Power_Grid	0.0
33	12	Power_Grid	0.0
33	13	Power_Grid	0.0
33	14	Power_Grid	0.0
33	15	Power_Grid	0.0
33	16	Power_Grid	0.0
33	17	Power_Grid	0.0
33	18	Power_Grid	0.0
33	19	Power_Grid	0.0
33	20	Power_Grid	0.0
33	21	Power_Grid	0.0
33	22	Power_Grid	0.0
33	23	Power_Grid	0.0
33	24	Power_Grid	0.0
33	1	ElectricBoiler	0.0
33	2	ElectricBoiler	0.0
33	3	ElectricBoiler	0.0
33	4	ElectricBoiler	0.0
33	5	ElectricBoiler	0.0
33	6	ElectricBoiler	0.0
33	7	ElectricBoiler	0.0
33	8	ElectricBoiler	0.0
33	9	ElectricBoiler	0.0
33	10	ElectricBoiler	0.0
33	11	ElectricBoiler	0.0
33	12	ElectricBoiler	0.0
33	13	ElectricBoiler	0.0
33	14	ElectricBoiler	0.0
33	15	ElectricBoiler	0.0
33	16	ElectricBoiler	0.0
33	17	ElectricBoiler	0.0
33	18	ElectricBoiler	0.0
33	19	ElectricBoiler	0.0
33	20	ElectricBoiler	0.0
33	21	ElectricBoiler	0.0
33	22	ElectricBoiler	0.0
33	23	ElectricBoiler	0.0
33	24	ElectricBoiler	0.0
33	1	HP_LT	0.0
33	2	HP_LT	0.0
33	3	HP_LT	0.0
33	4	HP_LT	0.0
33	5	HP_LT	0.0
33	6	HP_LT	0.0
33	7	HP_LT	0.0
33	8	HP_LT	0.0
33	9	HP_LT	0.0
33	10	HP_LT	0.0
33	11	HP_LT	0.0
33	12	HP_LT	0.0
33	13	HP_LT	0.0
33	14	HP_LT	0.0
33	15	HP_LT	0.0
33	16	HP_LT	0.0
33	17	HP_LT	0.0
33	18	HP_LT	0.0
33	19	HP_LT	0.0
33	20	HP_LT	0.0
33	21	HP_LT	0.0
33	22	HP_LT	0.0
33	23	HP_LT	0.0
33	24	HP_LT	0.0
33	1	HP_MT	0.0
33	2	HP_MT	0.0
33	3	HP_MT	0.0
33	4	HP_MT	0.0
33	5	HP_MT	0.0
33	6	HP_MT	0.0
33	7	HP_MT	0.0
33	8	HP_MT	0.0
33	9	HP_MT	0.0
33	10	HP_MT	0.0
33	11	HP_MT	0.0
33	12	HP_MT	0.0
33	13	HP_MT	0.0
33	14	HP_MT	0.0
33	15	HP_MT	0.0
33	16	HP_MT	0.0
33	17	HP_MT	0.0
33	18	HP_MT	0.0
33	19	HP_MT	0.0
33	20	HP_MT	0.0
33	21	HP_MT	0.0
33	22	HP_MT	0.0
33	23	HP_MT	0.0
